1.66015375,2.66015375,6.
2.40433825,1.40433825,5.
3.55346578,3.55346578,10.
5.52629209,0.52629209,6.
0.28875739,5.28875739,11.
1.55824953,2.55824953,6.
2.35248044,1.35248044,5.
3.27076601,3.27076601,10.
5.02143192,0.02143192,6.
0.23748295,5.23748295,11.
1.41700559,2.41700559,6.
2.8123987,1.8123987,5.
3.08701045,3.08701045,10.
5.24308101,0.24308101,6.
0.8842549,5.8842549,11.
1.7522343,2.7522343,6.
2.1626453,1.1626453,5.
3.41846658,3.41846658,10.
5.38516845,0.38516845,6.
0.52665015,5.52665015,11.
1.64991093,2.64991093,6.
2.42372169,1.42372169,5.
3.97309643,3.97309643,10.
5.86217396,0.86217396,6.
0.11998918,5.11998918,11.
1.21235033,2.21235033,6.
2.59981784,1.59981784,5.
3.06209535,3.06209535,10.
5.6511108,0.6511108,6.
0.46713753,5.46713753,11.
1.48523755,2.48523755,6.
2.45362465,1.45362465,5.
3.40902768,3.40902768,10.
5.94177501,0.94177501,6.
0.63322381,5.63322381,11.
1.81786284,2.81786284,6.
2.38288451,1.38288451,5.
3.67047854,3.67047854,10.
5.5131435,0.5131435,6.
0.72754125,5.72754125,11.
1.14330756,2.14330756,6.
2.39913654,1.39913654,5.
3.32134422,3.32134422,10.
5.502171,0.502171,6.
0.69599697,5.69599697,11.
1.50942416,2.50942416,6.
2.96607518,1.96607518,10.
3.0586041,3.0586041,10.
5.65082403,0.65082403,6.
0.8264885,5.8264885,11.
