1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
1.0, 2.0, 6.0
2.0, 1.0, 5.0
3.0, 3.0, 10.0
5.0, 0.0, 6.0
0.0, 5.0, 11.0
