0.3,0.3,-1.502954792
0.27,0.27,-1.608153579
0.06,0.06,-1.984473559
0.25,0.25,-1.670240624
0.19,0.19,-1.82034915
0.02,0.02,-1.998358093
0.05,0.05,-1.989347395
0.03,0.03,-1.996258723
0.14,0.14,-1.907417884
0.09,0.09,-1.963811008
0.28,0.28,-1.574724132
0.1,0.1,-1.954808306
0.17,0.17,-1.859093286
0.23,0.23,-1.726151549
0.21,0.21,-1.776111843
0.26,0.26,-1.639983126
0.24,0.24,-1.698954059
0.13,0.13,-1.921032222
0.07,0.07,-1.978613253
0.18,0.18,-1.840393416
0.11,0.11,-1.944697607
0.01,0.01,-1.999594756
0.29,0.29,-1.539667065
0.15,0.15,-1.892576246
0.04,0.04,-1.993265493
0.22,0.22,-1.751861347
0.2,0.2,-1.798931557
0.16,0.16,-1.876477828
0.12,0.12,-1.933448877
0.08,0.08,-1.971735886
